ticker,review_label,rank_sn,comp_sn,issue,recommended_remediation
BKR,SHORT,403,-1.16959,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NI,SHORT,405,-1.1811,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AFL,SHORT,407,-1.22577,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
RJF,SHORT,408,-1.2348,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
RF,SHORT,409,-1.23874,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
GPC,SHORT,411,-1.25068,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
F,SHORT,412,-1.2638,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
D,SHORT,413,-1.30171,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TAP,SHORT,415,-1.36913,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CPRT,SHORT,416,-1.38162,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CTSH,SHORT,417,-1.41623,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
IBN,SHORT,418,-1.4442,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
TTE,SHORT,419,-1.44783,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NRG,SHORT,420,-1.45547,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LHX,SHORT,421,-1.47938,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CPAY,SHORT,422,-1.47943,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BEN,SHORT,423,-1.48384,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CEG,SHORT,424,-1.5209,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BNY,SHORT,426,-1.57397,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ED,SHORT,428,-1.59338,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CBOE,SHORT,429,-1.60578,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FIS,SHORT,431,-1.62788,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MOS,SHORT,433,-1.65709,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NVO,SHORT,434,-1.68261,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EG,SHORT,435,-1.72937,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LYB,SHORT,436,-1.73086,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CNP,SHORT,437,-1.73885,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
APTV,SHORT,438,-1.73972,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CRH,SHORT,439,-1.74697,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
RKLB,SHORT,440,-1.75535,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CVNA,SHORT,443,-1.7897,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PHM,SHORT,445,-1.83459,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HSIC,SHORT,446,-1.84082,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
OXY,SHORT,447,-1.84605,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FE,SHORT,450,-1.94091,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SOLV,SHORT,451,-1.94439,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BX,SHORT,452,-1.97128,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PPG,SHORT,453,-1.98438,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AXON,SHORT,454,-2.0775,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
COHR,SHORT,455,-2.11456,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BG,SHORT,457,-2.30978,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
NU,SHORT,458,-2.31335,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
OMC,SHORT,459,-2.36542,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
LII,SHORT,462,-2.44976,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
AMP,SHORT,463,-2.45935,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
EME,SHORT,464,-2.60829,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
SWK,SHORT,465,-2.80267,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MRSH,SHORT,466,-2.99118,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MLM,SHORT,467,-3.00701,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PNR,SHORT,468,-3.09149,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
FSLR,SHORT,469,-3.1332,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CLX,SHORT,471,-3.37108,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
J,SHORT,472,-3.50166,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
HII,SHORT,473,-3.55965,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
WDC,SHORT,474,-3.70404,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MKC,SHORT,475,-3.77616,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
PSX,SHORT,476,-3.79223,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CBRE,SHORT,477,-4.05213,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
BALL,SHORT,478,-4.14062,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
MAS,SHORT,480,-4.58344,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
CTVA,SHORT,482,-6.12585,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
ASML,SHORT,483,-8.31654,sector unmapped in owned Norgate/EODHD metadata,map sector from owned Norgate symbol metadata / EODHD fundamentals General::Sector; re-run the sector-neutral composite before sizing this name
